COMPANY,STREET,CITY,STATE,ZIPPOSTAL_CODE,PHONE,TOLLFREE,FAX,EMAIL,WEBSITE,ULTIMATE_PARENT_NAME1,ULTIMATE_PARENT_CITY1,ULTIMATE_PARENT_STATE1,DIRECT_REPORTAGE_NAME1,FAMILY_ROLE1,NAME1,EMAIL1,TITLE2,NAME2,EMAIL2,TITLE3,NAME3,EMAIL3,TITLE4,NAME4,EMAIL4,TITLE5,NAME5,EMAIL5,TITLE6,NAME6,EMAIL6,TITLE7,NAME7,EMAIL7,TITLE8,NAME8,EMAIL8,TITLE9,NAME9,EMAIL9,TITLE10,NAME10,EMAIL10,BUSINESS_DESCRIPTION,YEAR_FOUNDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TITLE131,NAME131,EMAIL131,TITLE132,NAME132,EMAIL132,TITLE133,NAME133,EMAIL133,TITLE134,NAME134,EMAIL134,TITLE135,NAME135,EMAIL135,TITLE136,NAME136,EMAIL136,TITLE137,NAME137,EMAIL137,TITLE138,NAME138,EMAIL138,TITLE139,NAME139,EMAIL139,TITLE140,NAME140,EMAIL140,TITLE141,NAME141,EMAIL141,TITLE142,NAME142,EMAIL142,TITLE143,NAME143,EMAIL143,TITLE144,NAME144,EMAIL144,TITLE145,NAME145,EMAIL145,TITLE146,NAME146,EMAIL146,TITLE147,NAME147,EMAIL147,TITLE148,NAME148,EMAIL148,TITLE149,NAME149,EMAIL149,DIRECT_REPORTAGE_NAME3,FAMILY_ROLE3
Nevada State Bank,230 Las Vegas Blvd S Ste 200,Las Vegas,NV,89101-5712,(702) 706-9040,(800) 727-4743,(702) 914-4615,nvinfo@nsbank.com,www.nsbank.com,"Zions Bancorporation, National Association",Salt Lake City,UT,"Zions Bancorporation, National Association",Division,Dallas E. Haun,dallas.haun@nsbank.com,Pres & CEO,Terrance A. Shirey,terry.shirey@nsbank.com,CFO & Exec VP,Ryan  Ashley,,Exec VP & Dir-HR,Jill  Bell,jill.bell@nsbank.com,Exec VP & Dir-Retail Banking,Craig  Kirkland,craig.kirkland@nsbank.com,Exec VP & Dir-Mktg,Micah  Phillips,micah.phillips@nsbank.com,Exec VP & Mgr-Statewide Real Estate Lending,Jeff  Jenkins,Jeff.Jenkins@nsbank.com,Exec VP & Mgr-Corp Banking,Shannon  Petersen,Shannon.Petersen@nsbank.com,Exec VP & Mgr-Private Banking,James  Rensvold,,Exec VP,Thomas  Elmer,thomas.elmer@nsbank.com,,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Day Underwriting Managers LLC,33 3rd St,Bordentown,NJ,8505,(609) 298-3516,,,,www.newdayunderwriting.com,"Ryan Specialty Group, LLC",Chicago,IL,"Ryan Specialty Group, LLC",Subsidiary,Timothy J. Farrell,,Sr Acct Mgr-Real Estate Grp,Cara  Giquinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
News Corporation,1211 Ave of the Americas,New York,NY,10036,(212) 416-3400,,,,www.newscorp.com,News Corporation,New York,NY,,,Keith Rupert Murdoch,,Co-Chm,Lachlan Keith Murdoch,,CEO,Robert J. Thomson,,CFO,Susan  Panuccio,,CTO,Marc  Frons,,Chief Strategy Officer,Anoushka  Healy,,Chief Comm Officer,Jim  Kennedy,,Deputy CTO,Rajiv  Pant,,Chief Acctg Officer,Kevin P. Halpin,,Chief HR Officer,Dana  Ritzcovan,,"Founded in 2013 and headquartered in New York, NY, News Corporation (NASDAQ: NWS) is a media and information services company. The company is engaged in publishing newspapers and magazines. It operates in business segments are News and Information Services, Subscription Video Services, Book Publishing, Digital Real Estate Services, and others. The company has operations across the US, Australia, the UK, and Asia. According to the company's current 10K government filing, it had FYE 06/30/2019 revenue of $10 billion and has 28,000 employees.",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NexPoint Hospitality Trust, Inc.",300 Crescent Ct Ste 700,Dallas,TX,75201,(972) 419-2500,,,,www.nexpointhospitality.com,"Highland Capital Management, L.P.",Dallas,TX,"NexPoint Advisors, L.P.",Affiliate,James David Dondero,,Trustees:,Neil  Labatte,,"CFO, Exec VP-Fin & Treas",Brian Dale Mitts,,Chief Investment Officer-Real Estate,Matthew  McGraner,,Trustees:,Graham  Senst,,Exec VP & Head-Lodging,Jesse  Blair,,VP-Asset Mgmt,Paul  Richards,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niagara Worldwide LLC,1101 Mill St,Niagara,WI,54151,(715) 251-3151,,(715) 251-1296,,www.niagaraworldwide.com,,,,,,Eric J. Spirtas,eric.spirtas@niagaraworldwide.com,CFO,Ed Maglasang,ed.maglasang@niagaraworldwide.com,Gen Mgr,Chris Jiang,,Dir-Fin,Shelly Ghere,shelly.ghere@niagaraworldwide.com,Dir-Real Estate,Don Jacobsmeyer,don.jacobsmeyer@niagaraworldwide.com,Project Mgr,David Dunlap,,Project Mgr,Denny Fu,,Project Mgr,Tony Fu,,Project Mgr,Grace Zhang,,Mgr-Site,John Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk Southern Corporation,Three Commercial Pl,Norfolk,VA,23510-2191,(757) 629-2680,,(757) 664-5069,webmaster@nscorp.com,www.norfolksouthern.com,Norfolk Southern Corporation,Norfolk,VA,,,James A. Squires,James.Squires@nscorp.com,CFO & Exec VP-Fin,Mark R. George,Mark.George@nscorp.com,COO & Exec VP,Michael J. Wheeler,Michael.Wheeler@nscorp.com,CIO & VP-IT,Fredric M. Ehlers,Fredric.Ehlers@nscorp.com,Chief Mktg Officer & Exec VP,Alan H. Shaw,Alan.Shaw@nscorp.com,Chief Strategy Officer & Exec VP,John M. Scheib,John.Scheib@nscorp.com,Chief Legal Officer & Sr VP-Govt Rels,Vanessa L. Allen Sutherland,Vanessa.Sutherland@nscorp.com,Chief Transformation Officer & Exec VP,Ann A. Adams,Ann.Adams@nscorp.com,Treas & VP,"Clyde H. Allison, Jr.",Clyde.Allison@nscorp.com,Sr VP-Ops & Mechanical,Michael A. Farrell,Michael.Farrell@nscorp.com,"Founded in 1980 and headquartered in Norfolk, VA, Norfolk Southern Corporation (NYSE: NSC) is an operator of railroads. The company, through its subsidiaries, is engaged in the transportation of raw materials, intermediate products, and finished goods. It transports freight over its 19,500 miles of track in 22 states and the District of Columbia. The company operates including Coal, General Merchandise, Intermodal, and Passenger Operations. It also involves in the acquisition, leasing, and management of coal, oil, gas, and minerals, among others. According to the company's current 10K government filing it had FYE 12/31/2018 revenue of $11.4 billion and has 26,662 employees.",1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Northern Builders, Inc.",5060 River Rd,Schiller Park,IL,60176,(847) 678-5060,,,,www.northernbuilders.com,,,,,,Thomas D. Grusecki,,Dir-Bus Dev,Thomas G. Brown,,Dir-Real Estate,Cory E. Grusecki,,Dir-Dev,Stephen J. Pala,,Sr Project Mgr,Michael D. Flinchum,,Sr Project Mgr,Allen G. Gaarder,,Sr Project Mgr,Peter L. Psiharis,,Project Mgr,Patrick M. Ennes,,Project Mgr,James R. Enriquez,,Project Mgr,Alan  Sheehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northrim Bank,3111 C St,Anchorage,AK,99503,(907) 562-0062,(800) 478-2265,(907) 261-6286,,www.northrim.com,"Northrim BanCorp, Inc.",Anchorage,AK,"Northrim BanCorp, Inc.",Subsidiary,Joseph M. Schierhorn,,"COO, Gen Counsel, Sec & Exec VP",Michael  Martin,,CIO & Exec VP,Benjamin  Craig,,Chief Lending Officer & Exec VP,Michael  Huston,,Chief Admin Officer & Exec VP,Lynn  Wolfe,,Exec VP & Dir-Acctg,Audrey  Amundson,,Sr VP & Dir-Mktg & Comm,Kari Skinner,,Sr VP & Dir-HR,Amber  Zins,,Sr VP & Reg Mgr-Market,Todd Greimann,,Sr VP & Mgr-Electronic Delivery Channel,Katie  Bates,katie.bates@nrim.com,,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nouria Energy Corp.,326 Clark St,Worcester,MA,01606-1214,(508) 762-3700,,,customerservice@nouriaenergy.com,www.nouriaenergy.com,Nouria Energy Corp.,Worcester,MA,,,Tony  El-Nemr,,CFO,Rich  Fusco,,COO,Joe  Hamza,,Exec VP,Fouad  El-Nemr,,VP-HR,Natalya  Fater,,VP-Real Estate & Bus Dev,Dorothy  Fleishman,,VP-Tech Svcs,Tom  Healey,,VP-Carwash Ops,Richard  Smith,,,,,,,,,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nutter McClennen & Fish LLP,155 Seaport Blvd,Boston,MA,2210,(617) 439-2000,,(617) 310-9000,jadams@nutter.com,www.nutter.com,,,,,,Deborah J. Manus,,Partner-Trusts & Estates Dept & Atty,William D. Kirchick,wkirchick@nutter.com,Partner,Lisa  Adams,ladams@nutter.com,Partner-Real Estate & Fin Dept,Marianne  Ajemian,majemian@nutter.com,Partner,Stephen M. Andress,sandress@nutter.com,Partner-Litigation Dept,Nelson G. Apjohn,napjohn@nutter.com,Partner,Paul J. Ayoub,payoub@nutter.com,Partner-Corp & Transactions Dept,Jason  Cabral,,Partner-Intellectual Property,Lana A. Gladstein,,Partner,Elizabeth  Norman,,,1879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nuverra Environmental Solutions, Inc.",6720 N Scottsdale Rd Ste 190,Scottsdale,AZ,85253,(602) 903-7802,,(602) 903-7806,ir@nuverra.com,www.nuverra.com,"Nuverra Environmental Solutions, Inc.",Scottsdale,AZ,,,Charles K. Thompson,Charles.Thompson@heckmanncorp.com,Pres & COO,Robert  Fox,Robert.Fox@heckmanncorp.com,Chief Legal Officer & Exec VP,Joseph M. Crabb,Joseph.Crabb@heckmanncorp.com,Principal Acctg Officer & Dir-Financial Reporting,Christine  Kline,Christine.Kline@heckmanncorp.com,VP-Bus Dev,Stephen K. London,Stephen.London@heckmanncorp.com,,,,,,,,,,,,,,,,"Nuverra Environmental Solutions, Inc. (NYSEAMEX: NES) was founded in 2007 and is headquartered in Scottsdale, AZ. It is a holding company. The company is focused on providing environmental solutions to customers on the production of oil & natural gas from shale formations. It operates in three segments: the Northeast division, the Southern Division, and the Rocky Mountain Division. The company also offers services such as delivery, collection, treatment, recycling, and disposal of wastewater from shale formations through its subsidiaries. According to the company's current 10K government filing it had FYE 12/31/2016 revenue of $152.1 million and has 799 employees.",2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O'Reilly Automotive Inc.,233 S Patterson Ave,Springfield,MO,65802,(417) 862-6708,,(417) 874-7145,orlyap@oreillyauto.com,www.oreillyauto.com,O'Reilly Automotive Inc.,Springfield,MO,,,David E. O'Reilly,DOReilly@oreillyauto.com,Vice Chm,Gregory L. Henslee,GHenslee@oreillyauto.com,Vice Chm,Lawrence P. O'Reilly,,Co-Pres & CEO,Gregory D. Johnson,GJohnson@oreillyauto.com,Co-Pres & COO,Jeffrey M. Shaw,JShaw@oreillyauto.com,CFO & Exec VP,Thomas  McFall,TMcFall@oreillyauto.com,Gen Counsel & Sr VP-Legal,Jeffrey L. Groves,JGroves@oreillyauto.com,Exec VP-Store Ops & Sls,Brad  Beckham,BBeckham@oreillyauto.com,Sr VP-Fin & Controller,Jeremy  Fletcher,JFletcher@oreillyauto.com,Sr VP-HR & Training,Jonathan  Andrews,JAndrews@oreillyauto.com,"Established in 1957 and headquartered in Springfield, MO, O'Reilly Automotive Inc. (NASDAQ: ORLY) is a retailer of automotive aftermarket parts, tools, supplies, equipment, and accessories. The company, through its subsidiaries, offers alternators, batteries, hoses, starters, fluids, lighting, starters, fuel pumps, water pumps, brake system components, and other products. Its services include used oil, oil filter, battery recycling, battery, wiper, bulb replacement, battery diagnostic testing, electrical and module testing, drum and rotor resurfacing. The company products offered under the brand names. It operates 5,219 stores in 47 states. According to the company's current 10K government filing it had FYE 12/31/2018 sales of $9.5 billion and has 49,476 employees.",1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OB Companies,7505 W Sand Lk Rd Ste 108,Orlando,FL,32819,(407) 248-7878,,(407) 248-9048,,www.simplyss.com,OB Companies,Orlando,FL,,,Kurt O'Brien,kobrien@obcompanies.com,CFO,Jason Jacobson,,Exec VP-Real Estate,Kyle Schmutzler,kschmutzler@obcompanies.com,VP-Ops & Mgmt Svcs,Kerry Richard,krichard@obcompanies.com,Dir-HR,Charmaine Green,,,,,,,,,,,,,,,,,"Simply Self Storage was founded in 2003, and is based in Orlando, FL. It is a supplier of storage and packaging materials. The company offers boxes, locks, moving kits, and sofa and chair covers. It also provides packing peanuts, tapes, tape dispensers, and bubble wraps. The company, in addition, offers warehousing and storage services. It serves the commercial, retail, residential, and corporate sectors. The company also operates in Georgia, Illinois, Kansas, and Maryland.",2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OJO Labs, Inc.",720 Brazos St #110,Austin,TX,78701,(512) 456-8292,,,info@ojo.me,landing.ojo.me,The Northwestern Mutual Life Insurance Company,Milwaukee,WI,The Northwestern Mutual Life Insurance Company,Holding,John  Berkowitz,,Co-founder & Chief Strategy Officer,David  Rubin,,Chief Mktg Officer,Karen  Starns,,Chief Real Estate Officer,Chris  Heller,,,,,,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
